Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Greene County, MO",29077,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,267576,12.7,13.1
,"Greene County, MO",29077,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,267576,9.7,10.5
,"Greene County, MO",29077,2008,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,270901,4.1 (Unreliable),3.9 (Unreliable)
,"Greene County, MO",29077,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,270901,12.6,12.7
,"Greene County, MO",29077,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,270901,7.0 (Unreliable),6.6 (Unreliable)
,"Greene County, MO",29077,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,274013,9.9,9.4
,"Greene County, MO",29077,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,274013,8,8.2
,"Greene County, MO",29077,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,275174,9.8,9.7
,"Greene County, MO",29077,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,48,275174,17.4,18.8
,"Jackson County, MO",29095,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,660539,5.3,5.1
,"Jackson County, MO",29095,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31,660539,4.7,4.6
,"Jackson County, MO",29095,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,660539,1.5 (Unreliable),1.5 (Unreliable)
,"Jackson County, MO",29095,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,662995,5.3,5.2
,"Jackson County, MO",29095,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,662995,5,5
,"Jackson County, MO",29095,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,665427,5.1,5
,"Jackson County, MO",29095,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,665427,4.2,4.2
,"Jackson County, MO",29095,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,670763,5.8,5.6
,"Jackson County, MO",29095,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,670763,4.9,4.9
,"Jackson County, MO",29095,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,46,674158,6.8,6.6
,"Jackson County, MO",29095,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,44,674158,6.5,6.5
,"Jasper County, MO",29097,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,115144,9.6 (Unreliable),10.6 (Unreliable)
,"Jasper County, MO",29097,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,116448,12.9 (Unreliable),13.6 (Unreliable)
,"Jasper County, MO",29097,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,117404,17.9,18.9
,"Jefferson County, MO",29099,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28,213105,13.1,13.1
,"Jefferson County, MO",29099,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,214948,7.4 (Unreliable),7.7 (Unreliable)
,"Jefferson County, MO",29099,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,216409,6.9 (Unreliable),7.1 (Unreliable)
,"Jefferson County, MO",29099,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30,217764,13.8,14.1
,"Jefferson County, MO",29099,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,217764,4.6 (Unreliable),4.4 (Unreliable)
,"Jefferson County, MO",29099,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36,218733,16.5,16.7
,"Jefferson County, MO",29099,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,218733,4.6 (Unreliable),4.4 (Unreliable)
,"Polk County, MO",29167,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,31085,32.2 (Unreliable),34.8 (Unreliable)
,"Polk County, MO",29167,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,31137,32.1 (Unreliable),36.6 (Unreliable)
,"St. Charles County, MO",29183,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,337952,6.8,6.7
,"St. Charles County, MO",29183,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,337952,3.0 (Unreliable),3.0 (Unreliable)
,"St. Charles County, MO",29183,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,345395,5.2 (Unreliable),5.0 (Unreliable)
,"St. Charles County, MO",29183,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,351179,4.3 (Unreliable),4.3 (Unreliable)
,"St. Charles County, MO",29183,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,356902,6.4,6.5
,"St. Charles County, MO",29183,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,37,360485,10.3,10.8
,"St. Francois County, MO",29187,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,62917,20.7 (Unreliable),21.1 (Unreliable)
,"St. Francois County, MO",29187,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,64864,21.6 (Unreliable),21.8 (Unreliable)
,"St. Louis County, MO",29189,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,71,1002050,7.1,7.4
,"St. Louis County, MO",29189,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,1002050,1.0 (Unreliable),1.0 (Unreliable)
,"St. Louis County, MO",29189,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,1002050,1.2 (Unreliable),1.2 (Unreliable)
,"St. Louis County, MO",29189,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45,999389,4.5,4.6
,"St. Louis County, MO",29189,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,999389,1.5 (Unreliable),1.6 (Unreliable)
,"St. Louis County, MO",29189,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,67,998331,6.7,7.1
,"St. Louis County, MO",29189,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,998331,1.7 (Unreliable),1.8 (Unreliable)
,"St. Louis County, MO",29189,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,76,998618,7.6,7.9
,"St. Louis County, MO",29189,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,998618,1.7 (Unreliable),1.9 (Unreliable)
,"St. Louis County, MO",29189,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,998618,1.0 (Unreliable),1.0 (Unreliable)
,"St. Louis County, MO",29189,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,101,998954,10.1,11
,"St. Louis County, MO",29189,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,998954,1.7 (Unreliable),1.8 (Unreliable)
,"St. Louis city, MO",29510,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54,320131,16.9,16.6
,"St. Louis city, MO",29510,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,320131,3.1 (Unreliable),3.0 (Unreliable)
,"St. Louis city, MO",29510,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,317959,12.6,12.7
,"St. Louis city, MO",29510,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,317955,12,11.9
,"St. Louis city, MO",29510,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49,318842,15.4,14.9
,"St. Louis city, MO",29510,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,48,319294,15,14.4
,"St. Louis city, MO",29510,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,319294,3.1 (Unreliable),3.3 (Unreliable)
,"Missoula County, MT",30063,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,107747,9.3 (Unreliable),9.7 (Unreliable)
,"Missoula County, MT",30063,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,108717,10.1 (Unreliable),9.6 (Unreliable)
,"Douglas County, NE",31055,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,493757,2.4 (Unreliable),2.5 (Unreliable)
,"Douglas County, NE",31055,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,498743,2.0 (Unreliable),2.1 (Unreliable)
,"Douglas County, NE",31055,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,504547,2.4 (Unreliable),2.4 (Unreliable)
,"Douglas County, NE",31055,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,504547,3.2 (Unreliable),3.2 (Unreliable)
,"Douglas County, NE",31055,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,511902,4.1,4.3
,"Douglas County, NE",31055,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,511902,2.3 (Unreliable),2.4 (Unreliable)
,"Douglas County, NE",31055,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,517110,2.5 (Unreliable),2.6 (Unreliable)
,"Douglas County, NE",31055,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,517110,3.3 (Unreliable),3.4 (Unreliable)
,"Clark County, NV",32003,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,32,1803774,1.8,1.8
,"Clark County, NV",32003,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,173,1803774,9.6,9.4
,"Clark County, NV",32003,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,80,1803774,4.4,4.3
,"Clark County, NV",32003,2006,2006,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,22,1803774,1.2,1.2
,"Clark County, NV",32003,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21,1803774,1.2,1.1
,"Clark County, NV",32003,2007,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,25,1867817,1.3,1.3
,"Clark County, NV",32003,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,210,1867817,11.2,11
,"Clark County, NV",32003,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,66,1867817,3.5,3.4
,"Clark County, NV",32003,2007,2007,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,21,1867817,1.1,1.1
,"Clark County, NV",32003,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,35,1867817,1.9,1.9
,"Clark County, NV",32003,2008,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21,1912349,1.1,1.1
,"Clark County, NV",32003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,189,1912349,9.9,9.6
,"Clark County, NV",32003,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,77,1912349,4,3.9
,"Clark County, NV",32003,2008,2008,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,24,1912349,1.3,1.3
,"Clark County, NV",32003,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,34,1912349,1.8,1.8
,"Clark County, NV",32003,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,23,1939407,1.2,1.2
,"Clark County, NV",32003,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,171,1939407,8.8,8.6
,"Clark County, NV",32003,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,134,1939407,6.9,6.8
,"Clark County, NV",32003,2009,2009,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,13,1939407,0.7 (Unreliable),0.7 (Unreliable)
,"Clark County, NV",32003,2009,2009,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,17,1939407,0.9 (Unreliable),0.9 (Unreliable)
,"Clark County, NV",32003,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,26,1939407,1.3,1.3
,"Clark County, NV",32003,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,29,1951269,1.5,1.4
,"Clark County, NV",32003,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,128,1951269,6.6,6.3
,"Clark County, NV",32003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,161,1951269,8.3,8.2
,"Clark County, NV",32003,2010,2010,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,15,1951269,0.8 (Unreliable),0.7 (Unreliable)
,"Clark County, NV",32003,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,39,1951269,2,1.9
,"Washoe County, NV",32031,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,400453,3.5 (Unreliable),3.3 (Unreliable)
,"Washoe County, NV",32031,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,400453,4.5 (Unreliable),4.4 (Unreliable)
,"Washoe County, NV",32031,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,400453,3.0 (Unreliable),3.0 (Unreliable)
,"Washoe County, NV",32031,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,408724,3.2 (Unreliable),3.2 (Unreliable)
,"Washoe County, NV",32031,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45,408724,11,10.7
,"Washoe County, NV",32031,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,414793,8.2,8
,"Washoe County, NV",32031,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,414793,8.4,8.5
,"Washoe County, NV",32031,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,417722,8.4,8.1
,"Washoe County, NV",32031,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,417722,6.2,6
,"Washoe County, NV",32031,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,421407,3.1 (Unreliable),3.1 (Unreliable)
,"Washoe County, NV",32031,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,421407,9,8.4
,"Washoe County, NV",32031,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,421407,8.3,8.4
,"Washoe County, NV",32031,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,421407,2.4 (Unreliable),2.1 (Unreliable)
,"Hillsborough County, NH",33011,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,398169,5.5,5.5
,"Hillsborough County, NH",33011,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,398169,2.8 (Unreliable),2.8 (Unreliable)
,"Hillsborough County, NH",33011,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30,398843,7.5,7.6
,"Hillsborough County, NH",33011,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,398843,3.0 (Unreliable),3.1 (Unreliable)
,"Hillsborough County, NH",33011,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,399556,3.3 (Unreliable),3.4 (Unreliable)
,"Hillsborough County, NH",33011,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,399556,3.3 (Unreliable),3.2 (Unreliable)
,"Hillsborough County, NH",33011,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,400148,5.5,5.3
,"Hillsborough County, NH",33011,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,400148,3.7 (Unreliable),3.8 (Unreliable)
,"Hillsborough County, NH",33011,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,400721,5.2,5.1
,"Hillsborough County, NH",33011,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,400721,5.2,5.1
,"Merrimack County, NH",33013,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,147024,8.2 (Unreliable),8.1 (Unreliable)
,"Merrimack County, NH",33013,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,147170,6.8 (Unreliable),7.0 (Unreliable)
,"Rockingham County, NH",33015,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,293618,6.1 (Unreliable),6.1 (Unreliable)
,"Rockingham County, NH",33015,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,294132,7.5,8.1
,"Rockingham County, NH",33015,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,294132,3.7 (Unreliable),3.4 (Unreliable)
,"Rockingham County, NH",33015,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,294996,3.7 (Unreliable),3.4 (Unreliable)
,"Rockingham County, NH",33015,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,295083,6.1 (Unreliable),5.7 (Unreliable)
,"Rockingham County, NH",33015,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,295083,3.7 (Unreliable),3.9 (Unreliable)
,"Rockingham County, NH",33015,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,295223,6.1 (Unreliable),6.6 (Unreliable)
,"Strafford County, NH",33017,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,123034,8.9 (Unreliable),8.3 (Unreliable)
,"Atlantic County, NJ",34001,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,271759,9.9,9.7
,"Atlantic County, NJ",34001,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,272303,6.6 (Unreliable),7.3 (Unreliable)
,"Atlantic County, NJ",34001,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,273014,5.1 (Unreliable),5.2 (Unreliable)
,"Atlantic County, NJ",34001,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,273014,5.5 (Unreliable),5.3 (Unreliable)
,"Atlantic County, NJ",34001,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19,274549,6.9 (Unreliable),6.5 (Unreliable)
,"Atlantic County, NJ",34001,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,274549,5.5 (Unreliable),5.5 (Unreliable)
,"Bergen County, NJ",34003,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,889406,1.1 (Unreliable),1.1 (Unreliable)
,"Bergen County, NJ",34003,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,889406,2.2,2.2
,"Bergen County, NJ",34003,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,890817,2.5,2.6
,"Bergen County, NJ",34003,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,890817,2.2,2.2
,"Bergen County, NJ",34003,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,890817,1.2 (Unreliable),1.2 (Unreliable)
,"Bergen County, NJ",34003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24,895328,2.7,2.8
,"Bergen County, NJ",34003,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,895328,2.6,2.4
,"Bergen County, NJ",34003,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,905116,1.7 (Unreliable),1.5 (Unreliable)
,"Bergen County, NJ",34003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,905116,2.3,2.5
,"Bergen County, NJ",34003,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,905116,1.1 (Unreliable),0.9 (Unreliable)
,"Burlington County, NJ",34005,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,448373,3.1 (Unreliable),3.2 (Unreliable)
,"Burlington County, NJ",34005,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,448373,6.5,6.4
,"Burlington County, NJ",34005,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,447560,3.8 (Unreliable),3.9 (Unreliable)
,"Burlington County, NJ",34005,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,446831,2.7 (Unreliable),2.8 (Unreliable)
,"Burlington County, NJ",34005,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,446831,4.5,4.7
,"Burlington County, NJ",34005,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,447391,5.8,6.1
,"Burlington County, NJ",34005,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,37,448734,8.2,8.8
,"Camden County, NJ",34007,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,513195,1.9 (Unreliable),2.0 (Unreliable)
,"Camden County, NJ",34007,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,126,513195,24.6,24.6
,"Camden County, NJ",34007,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,89,513546,17.3,17.5
,"Camden County, NJ",34007,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74,513853,14.4,14.8
,"Camden County, NJ",34007,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,59,513668,11.5,11.6
,"Camden County, NJ",34007,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,82,513657,16,16.1
,"Camden County, NJ",34007,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,513657,2.1 (Unreliable),1.9 (Unreliable)
,"Cape May County, NJ",34009,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,98695,14.2 (Unreliable),15.8 (Unreliable)
,"Cumberland County, NJ",34011,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,153371,7.2 (Unreliable),7.0 (Unreliable)
,"Essex County, NJ",34013,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,59,781027,7.6,7.5
,"Essex County, NJ",34013,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,781027,3.3,3.2
,"Essex County, NJ",34013,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45,778996,5.8,5.6
,"Essex County, NJ",34013,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,778996,2.3 (Unreliable),2.3 (Unreliable)
,"Essex County, NJ",34013,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,778165,5.1,5
,"Essex County, NJ",34013,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,778165,1.7 (Unreliable),1.7 (Unreliable)
